     1→import { PrismaClient } from '@prisma/client'
     2→
     3→const db = new PrismaClient()
     4→
     5→async function seed() {
     6→  console.log('🌱 Seeding NomadMY database...')
    86→      latitude: 3.1254,
    87→      longitude: 101.6724,
    88→      googleRating: 4.3,
    89→      googleUserRatingsTotal: 1856,
    90→      googleMapsUrl: "https://maps.google.com/?cid=3456789012",
    91→      isOperational: true,
    92→      workProfile: {
    93→        powerOutlets: "moderate",
    94→        noiseLevel: "moderate",
    95→        seatingType: "casual_sofa",
    96→        laptopPolicy: "friendly_unlimited",
    97→        hasAirCon: true,
    98→        callFriendly: false,
    99→      },
   100→      venueCost: { coffeePriceMyr: 16.00, dayPassMyr: null, minSpendMyr: 15.00 },
   101→      wifiMetrics: [
   102→        { downloadMbps: 65, uploadMbps: 28, pingMs: 18 },
   103→      ],
   104→      transit: [
   105→        { nearestStationName: "Bangsar LRT", stationLine: "LRT Kelana Jaya Line", walkTimeMins: 5, distanceMeters: 350 },
   106→      ],
   107→    },
   108→    {
   109→      name: "PULP by Papa Palheta",
   110→      googlePlaceId: "ChIJM6k1QstJzDERhyjW9UNjYGM",
   111→      formattedAddress: "LG-3, The Waterfront @ ParkCity, Desa ParkCity, 52200 Kuala Lumpur",
   112→      category: "cafe",
   113→      state: "Kuala Lumpur",
   114→      district: "Kuala Lumpur",
   115→      area: "Desa ParkCity",
   116→      latitude: 3.1912,
   117→      longitude: 101.6211,
   118→      googleRating: 4.5,
   119→      googleUserRatingsTotal: 2103,
   120→      googleMapsUrl: "https://maps.google.com/?cid=4567890123",
   121→      isOperational: true,
   122→      workProfile: {
   123→        powerOutlets: "high",
   124→        noiseLevel: "quiet",
   125→        seatingType: "standard",
   126→        laptopPolicy: "friendly_unlimited",
   127→        hasAirCon: true,
   128→        callFriendly: false,
   129→      },
   130→      venueCost: { coffeePriceMyr: 14.50, dayPassMyr: null, minSpendMyr: 12.00 },
   131→      wifiMetrics: [
   132→        { downloadMbps: 78, uploadMbps: 35, pingMs: 14 },
   133→      ],
   134→      transit: [],
   135→    },
   136→    {
   137→      name: "The Breakfast Grid",
   138→      googlePlaceId: "ChIJM2KURM1JzDERrE-6Th4yXiE",
   139→      formattedAddress: "17, Jalan Telawi 3, Bangsar Baru, 59000 Kuala Lumpur",
   140→      category: "cafe",
   141→      state: "Kuala Lumpur",
   142→      district: "Kuala Lumpur",
   143→      area: "Bangsar",
   144→      latitude: 3.1271,
   145→      longitude: 101.6732,
   146→      googleRating: 4.2,
   147→      googleUserRatingsTotal: 987,
   148→      googleMapsUrl: "https://maps.google.com/?cid=5678901234",
   149→      isOperational: true,
   150→      workProfile: {
   151→        powerOutlets: "moderate",
   152→        noiseLevel: "moderate",
   153→        seatingType: "standard",
   154→        laptopPolicy: "friendly_unlimited",
   155→        hasAirCon: true,
   156→        callFriendly: false,
   157→      },
   158→      venueCost: { coffeePriceMyr: 15.00, dayPassMyr: null, minSpendMyr: 18.00 },
   159→      wifiMetrics: [
   160→        { downloadMbps: 55, uploadMbps: 22, pingMs: 22 },
   161→      ],
   162→      transit: [
   163→        { nearestStationName: "Bangsar LRT", stationLine: "LRT Kelana Jaya Line", walkTimeMins: 6, distanceMeters: 420 },
   164→      ],
   165→    },
   166→    {
   167→      name: "Co-labs Coworking Desa ParkCity",
   168→      googlePlaceId: "ChIJwzQUzt1JzDERxQkSGCpCzVQ",
   169→      formattedAddress: "The Waterfront @ ParkCity, Desa ParkCity, 52200 Kuala Lumpur",
   170→      category: "coworking",
   171→      state: "Kuala Lumpur",
   172→      district: "Kuala Lumpur",
   173→      area: "Desa ParkCity",
   174→      latitude: 3.1905,
   175→      longitude: 101.6218,
   176→      googleRating: 4.6,
   177→      googleUserRatingsTotal: 134,
   178→      googleMapsUrl: "https://maps.google.com/?cid=6789012345",
   179→      isOperational: true,
   180→      workProfile: {
   181→        powerOutlets: "high",
   182→        noiseLevel: "quiet",
   183→        seatingType: "ergonomic",
   184→        laptopPolicy: "friendly_unlimited",
   185→        hasAirCon: true,
   186→        callFriendly: true,
   187→      },
   188→      venueCost: { coffeePriceMyr: 12.00, dayPassMyr: 50.00, minSpendMyr: 0 },
   189→      wifiMetrics: [
   190→        { downloadMbps: 200, uploadMbps: 100, pingMs: 7 },
   191→      ],
   192→      transit: [],
   193→    },
   194→    {
   195→      name: "KL Library (Perpustakaan KL)",
   196→      googlePlaceId: "ChIJo-9_YMlJzDER_ZMHlEpk1QI",
   197→      formattedAddress: "Jalan Raja, 50050 Kuala Lumpur",
   198→      category: "public_space",
   199→      state: "Kuala Lumpur",
   200→      district: "Kuala Lumpur",
   201→      area: "Kuala Lumpur City Centre",
   202→      latitude: 3.1489,
   203→      longitude: 101.6953,
   204→      googleRating: 4.3,
   205→      googleUserRatingsTotal: 4521,
   206→      googleMapsUrl: "https://maps.google.com/?cid=7890123456",
   207→      isOperational: true,
   208→      workProfile: {
   209→        powerOutlets: "moderate",
   210→        noiseLevel: "silent",
   211→        seatingType: "standard",
   212→        laptopPolicy: "friendly_unlimited",
   213→        hasAirCon: true,
   214→        callFriendly: false,
   215→      },
   216→      venueCost: { coffeePriceMyr: 5.00, dayPassMyr: null, minSpendMyr: 0 },
   217→      wifiMetrics: [
   218→        { downloadMbps: 120, uploadMbps: 60, pingMs: 10 },
   219→      ],
   220→      transit: [
   221→        { nearestStationName: "Masjid Jamek LRT", stationLine: "LRT Kelana Jaya / Ampang Line", walkTimeMins: 5, distanceMeters: 350 },
   222→        { nearestStationName: "Merdeka MRT", stationLine: "MRT Kajang Line", walkTimeMins: 8, distanceMeters: 600 },
   223→      ],
   224→    },
   225→    {
   226→      name: "Nexco Coworking Space",
   227→      googlePlaceId: "ChIJW-yS3s1JzDERyGUvn8i7X7A",
   228→      formattedAddress: "L3-01, Avenue K Shopping Mall, 156 Jalan Ampang, 50450 Kuala Lumpur",
   229→      category: "coworking",
   230→      state: "Kuala Lumpur",
   231→      district: "Kuala Lumpur",
   232→      area: "KLCC",
   233→      latitude: 3.1598,
   234→      longitude: 101.7133,
   235→      googleRating: 4.4,
   236→      googleUserRatingsTotal: 201,
   237→      googleMapsUrl: "https://maps.google.com/?cid=8901234567",
   238→      isOperational: true,
   239→      workProfile: {
   240→        powerOutlets: "high",
   241→        noiseLevel: "quiet",
   242→        seatingType: "ergonomic",
   243→        laptopPolicy: "friendly_unlimited",
   244→        hasAirCon: true,
   245→        callFriendly: true,
   246→      },
   247→      venueCost: { coffeePriceMyr: 13.00, dayPassMyr: 60.00, minSpendMyr: 0 },
   248→      wifiMetrics: [
   249→        { downloadMbps: 300, uploadMbps: 150, pingMs: 4 },
   250→      ],
   251→      transit: [
   252→        { nearestStationName: "KLCC LRT", stationLine: "LRT Kelana Jaya Line", walkTimeMins: 3, distanceMeters: 200 },
   253→      ],
   254→    },
   255→    {
   256→      name: "Antiode Specialty Coffee",
   257→      googlePlaceId: "ChIJ-Q52vs1JzDERP-FSJMKfYrs",
   258→      formattedAddress: "G-06, KL Eco City, Jalan Tun Jugah, 59200 Kuala Lumpur",
   259→      category: "cafe",
   260→      state: "Kuala Lumpur",
   261→      district: "Kuala Lumpur",
   262→      area: "Bangsar South",
   263→      latitude: 3.1218,
   264→      longitude: 101.6671,
   265→      googleRating: 4.6,
   266→      googleUserRatingsTotal: 1567,
   267→      googleMapsUrl: "https://maps.google.com/?cid=9012345678",
   268→      isOperational: true,
   269→      workProfile: {
   270→        powerOutlets: "high",
   271→        noiseLevel: "moderate",
   272→        seatingType: "standard",
   273→        laptopPolicy: "friendly_unlimited",
   274→        hasAirCon: true,
   275→        callFriendly: false,
   276→      },
   277→      venueCost: { coffeePriceMyr: 15.50, dayPassMyr: null, minSpendMyr: 15.00 },
   278→      wifiMetrics: [
   279→        { downloadMbps: 85, uploadMbps: 40, pingMs: 12 },
   280→      ],
   281→      transit: [
   282→        { nearestStationName: "Bangsar South (KL Eco City)", stationLine: "MRT Kajang Line", walkTimeMins: 4, distanceMeters: 280 },
   283→      ],
   284→    },
   285→    {
   286→      name: "LOKL Coffee Co.",
   287→      googlePlaceId: "ChIJd25KBMtJzDERO-J8iE-xvfk",
   288→      formattedAddress: "21, Jalan Tun H S Lee, City Centre, 50000 Kuala Lumpur",
   289→      category: "cafe",
   290→      state: "Kuala Lumpur",
   291→      district: "Kuala Lumpur",
   292→      area: "Chinatown / CBD",
   293→      latitude: 3.1472,
   294→      longitude: 101.6968,
   295→      googleRating: 4.4,
   296→      googleUserRatingsTotal: 3210,
   297→      googleMapsUrl: "https://maps.google.com/?cid=0123456789",
   298→      isOperational: true,
   299→      workProfile: {
   300→        powerOutlets: "moderate",
   301→        noiseLevel: "moderate",
   302→        seatingType: "standard",
   303→        laptopPolicy: "time_limited",
   304→        hasAirCon: true,
   305→        callFriendly: false,
   306→      },
   307→      venueCost: { coffeePriceMyr: 16.00, dayPassMyr: null, minSpendMyr: 18.00 },
   308→      wifiMetrics: [
   309→        { downloadMbps: 58, uploadMbps: 25, pingMs: 20 },
   310→      ],
   311→      transit: [
   312→        { nearestStationName: "Pasar Seni LRT", stationLine: "LRT Kelana Jaya / Ampang Line", walkTimeMins: 4, distanceMeters: 280 },
   313→      ],
   314→    },
   315→
   316→    // ─── Penang ────────────────────────────────────────────────────
   317→    {
   318→      name: "The Alleycats Georgetown",
   319→      googlePlaceId: "ChIJ-a3dMPR9zDERLaBGVSXvfkA",
   320→      formattedAddress: "212, Lebuh Chulia, George Town, 10200 Penang",
   321→      category: "cafe",
   322→      state: "Penang",
   323→      district: "Timur Laut",
   324→      area: "Georgetown",
   325→      latitude: 5.4155,
   326→      longitude: 100.3422,
   327→      googleRating: 4.2,
   328→      googleUserRatingsTotal: 1123,
   329→      googleMapsUrl: "https://maps.google.com/?cid=1122334455",
   330→      isOperational: true,
   331→      workProfile: {
   332→        powerOutlets: "sparse",
   333→        noiseLevel: "loud",
   334→        seatingType: "casual_sofa",
   335→        laptopPolicy: "friendly_unlimited",
   336→        hasAirCon: false,
   337→        callFriendly: false,
   338→      },
   339→      venueCost: { coffeePriceMyr: 13.00, dayPassMyr: null, minSpendMyr: 12.00 },
   340→      wifiMetrics: [
   341→        { downloadMbps: 42, uploadMbps: 18, pingMs: 25 },
   342→      ],
   343→      transit: [],
   344→    },
   345→    {
   346→      name: "Caffeine Factory",
   347→      googlePlaceId: "ChIJXx9WMPR9zDERs3dSBBvxPLM",
   348→      formattedAddress: "37, Jalan Bawasah, George Town, 10200 Penang",
   349→      category: "cafe",
   350→      state: "Penang",
   351→      district: "Timur Laut",
   352→      area: "Georgetown",
   353→      latitude: 5.4192,
   354→      longitude: 100.3388,
   355→      googleRating: 4.5,
   356→      googleUserRatingsTotal: 876,
   357→      googleMapsUrl: "https://maps.google.com/?cid=2233445566",
   358→      isOperational: true,
   359→      workProfile: {
   360→        powerOutlets: "high",
   361→        noiseLevel: "quiet",
   362→        seatingType: "standard",
   363→        laptopPolicy: "friendly_unlimited",
   364→        hasAirCon: true,
   365→        callFriendly: false,
   366→      },
   367→      venueCost: { coffeePriceMyr: 14.00, dayPassMyr: null, minSpendMyr: 14.00 },
   368→      wifiMetrics: [
   369→        { downloadMbps: 95, uploadMbps: 42, pingMs: 11 },
   370→      ],
   371→      transit: [],
   372→    },
   373→    {
   374→      name: "Common Ground Gurney Tower",
   375→      googlePlaceId: "ChIJTx9yNPR9zDERpGZ6QFLgxzI",
   376→      formattedAddress: "Level 35, Gurney Tower, Persiaran Gurney, 10250 Penang",
   377→      category: "coworking",
   378→      state: "Penang",
   379→      district: "Timur Laut",
   380→      area: "Gurney Drive",
   381→      latitude: 5.4321,
   382→      longitude: 100.3158,
   383→      googleRating: 4.6,
   384→      googleUserRatingsTotal: 312,
   385→      googleMapsUrl: "https://maps.google.com/?cid=3344556677",
   386→      isOperational: true,
   387→      workProfile: {
   388→        powerOutlets: "high",
   389→        noiseLevel: "quiet",
   390→        seatingType: "ergonomic",
   391→        laptopPolicy: "friendly_unlimited",
   392→        hasAirCon: true,
   393→        callFriendly: true,
   394→      },
   395→      venueCost: { coffeePriceMyr: 13.00, dayPassMyr: 45.00, minSpendMyr: 0 },
   396→      wifiMetrics: [
   397→        { downloadMbps: 220, uploadMbps: 110, pingMs: 6 },
   398→      ],
   399→      transit: [],
   400→    },
   401→    {
   402→      name: "Pocket Space Coworking",
   403→      googlePlaceId: "ChIJFV9xOPR9zDERcTqMVhJXzQk",
   404→      formattedAddress: "57, Jalan Nagore Road, George Town, 10200 Penang",
   405→      category: "coworking",
   406→      state: "Penang",
   407→      district: "Timur Laut",
   408→      area: "Georgetown",
   409→      latitude: 5.4168,
   410→      longitude: 100.3355,
   411→      googleRating: 4.7,
   412→      googleUserRatingsTotal: 189,
   413→      googleMapsUrl: "https://maps.google.com/?cid=4455667788",
   414→      isOperational: true,
   415→      workProfile: {
   416→        powerOutlets: "high",
   417→        noiseLevel: "quiet",
   418→        seatingType: "ergonomic",
   419→        laptopPolicy: "friendly_unlimited",
   420→        hasAirCon: true,
   421→        callFriendly: true,
   422→      },
   423→      venueCost: { coffeePriceMyr: 12.00, dayPassMyr: 40.00, minSpendMyr: 0 },
   424→      wifiMetrics: [
   425→        { downloadMbps: 175, uploadMbps: 88, pingMs: 8 },
   426→      ],
   427→      transit: [],
   428→    },
   429→    {
   430→      name: "Narrow Marrow",
   431→      googlePlaceId: "ChIJgx9wMPR9zDERyhXrWQVoXbU",
   432→      formattedAddress: "100, Jalan Cantonment, George Town, 10450 Penang",
   433→      category: "cafe",
   434→      state: "Penang",
   435→      district: "Timur Laut",
   436→      area: "Georgetown",
   437→      latitude: 5.4221,
   438→      longitude: 100.3302,
   439→      googleRating: 4.4,
   440→      googleUserRatingsTotal: 645,
   441→      googleMapsUrl: "https://maps.google.com/?cid=5566778899",
   442→      isOperational: true,
   443→      workProfile: {
   444→        powerOutlets: "moderate",
   445→        noiseLevel: "quiet",
   446→        seatingType: "casual_sofa",
   447→        laptopPolicy: "friendly_unlimited",
   448→        hasAirCon: true,
   449→        callFriendly: false,
   450→      },
   451→      venueCost: { coffeePriceMyr: 14.50, dayPassMyr: null, minSpendMyr: 15.00 },
   452→      wifiMetrics: [
   453→        { downloadMbps: 72, uploadMbps: 32, pingMs: 15 },
   454→      ],
   455→      transit: [],
   456→    },
   457→
   458→    // ─── Johor Bahru ──────────────────────────────────────────────
   459→    {
   460→      name: "WORQ Coworking JB",
   461→      googlePlaceId: "ChIJqw9xOPR9zDERkTnFPLGvHtQ",
   462→      formattedAddress: "Level 3, Menara Landmark, Jalan Trus, 80000 Johor Bahru",
   463→      category: "coworking",
   464→      state: "Johor",
   465→      district: "Johor Bahru",
   466→      area: "Johor Bahru City",
   467→      latitude: 1.4927,
   468→      longitude: 103.7396,
   469→      googleRating: 4.5,
   470→      googleUserRatingsTotal: 198,
   471→      googleMapsUrl: "https://maps.google.com/?cid=6677889900",
   472→      isOperational: true,
   473→      workProfile: {
   474→        powerOutlets: "high",
   475→        noiseLevel: "quiet",
   476→        seatingType: "ergonomic",
   477→        laptopPolicy: "friendly_unlimited",
   478→        hasAirCon: true,
   479→        callFriendly: true,
   480→      },
   481→      venueCost: { coffeePriceMyr: 10.00, dayPassMyr: 35.00, minSpendMyr: 0 },
   482→      wifiMetrics: [
   483→        { downloadMbps: 160, uploadMbps: 80, pingMs: 9 },
   484→      ],
   485→      transit: [],
   486→    },
   487→    {
   488→      name: "The Replacement Lodge",
   489→      googlePlaceId: "ChIJ-x9wOPR9zDERdTknFHPLGvH",
   490→      formattedAddress: "33, Jalan Dhoby, 80000 Johor Bahru",
   491→      category: "cafe",
   492→      state: "Johor",
   493→      district: "Johor Bahru",
   494→      area: "Johor Bahru City",
   495→      latitude: 1.4912,
   496→      longitude: 103.7412,
   497→      googleRating: 4.3,
   498→      googleUserRatingsTotal: 754,
   499→      googleMapsUrl: "https://maps.google.com/?cid=7788990011",
   500→      isOperational: true,
   501→      workProfile: {
   502→        powerOutlets: "moderate",
   503→        noiseLevel: "moderate",
   504→        seatingType: "standard",
   505→        laptopPolicy: "friendly_unlimited",
   506→        hasAirCon: true,
   507→        callFriendly: false,
   508→      },
   509→      venueCost: { coffeePriceMyr: 12.00, dayPassMyr: null, minSpendMyr: 10.00 },
   510→      wifiMetrics: [
   511→        { downloadMbps: 68, uploadMbps: 30, pingMs: 18 },
   512→      ],
   513→      transit: [],
   514→    },
   515→    {
   516→      name: "Flavours at Anns (Co-Living Cafe)",
   517→      googlePlaceId: "ChIJRxy9OPR9zDERdTkJFPLGvH",
   518→      formattedAddress: "1-2, Jalan Kolam Air, 80100 Johor Bahru",
   519→      category: "cafe",
   520→      state: "Johor",
   521→      district: "Johor Bahru",
   522→      area: "Tebrau",
   523→      latitude: 1.5035,
   524→      longitude: 103.7568,
   525→      googleRating: 4.1,
   526→      googleUserRatingsTotal: 523,
   527→      googleMapsUrl: "https://maps.google.com/?cid=8899001122",
   528→      isOperational: true,
   529→      workProfile: {
   530→        powerOutlets: "moderate",
   531→        noiseLevel: "quiet",
   532→        seatingType: "casual_sofa",
   533→        laptopPolicy: "friendly_unlimited",
   534→        hasAirCon: true,
   535→        callFriendly: false,
   536→      },
   537→      venueCost: { coffeePriceMyr: 11.00, dayPassMyr: null, minSpendMyr: 10.00 },
   538→      wifiMetrics: [
   539→        { downloadMbps: 55, uploadMbps: 24, pingMs: 20 },
   540→      ],
   541→      transit: [],
   542→    },
   543→
   544→    // ─── Melaka ────────────────────────────────────────────────────
   545→    {
   546→      name: "Calanthe Art Cafe",
   547→      googlePlaceId: "ChIJ-x9wOPR9zDERdTkJFPLGvH",
   548→      formattedAddress: "13, Jalan Hang Kasturi, 75200 Melaka",
   549→      category: "cafe",
   550→      state: "Melaka",
   551→      district: "Melaka Tengah",
   552→      area: "Melaka Raya",
   553→      latitude: 2.1912,
   554→      longitude: 102.2508,
   555→      googleRating: 4.3,
   556→      googleUserRatingsTotal: 1890,
   557→      googleMapsUrl: "https://maps.google.com/?cid=9900112233",
   558→      isOperational: true,
   559→      workProfile: {
   560→        powerOutlets: "moderate",
   561→        noiseLevel: "moderate",
   562→        seatingType: "standard",
   563→        laptopPolicy: "friendly_unlimited",
   564→        hasAirCon: true,
   565→        callFriendly: false,
   566→      },
   567→      venueCost: { coffeePriceMyr: 12.00, dayPassMyr: null, minSpendMyr: 12.00 },
   568→      wifiMetrics: [
   569→        { downloadMbps: 48, uploadMbps: 20, pingMs: 22 },
   570→      ],
   571→      transit: [],
   572→    },
   573→    {
   574→      name: "The Stamps Hotel & Cafe",
   575→      googlePlaceId: "ChIJGy9wOPR9zDERdTkJFPLGvH",
   576→      formattedAddress: "8, Jalan Kee Ann, 75000 Melaka",
   577→      category: "cafe",
   578→      state: "Melaka",
   579→      district: "Melaka Tengah",
   580→      area: "Melaka City",
   581→      latitude: 2.1963,
   582→      longitude: 102.2535,
   583→      googleRating: 4.4,
   584→      googleUserRatingsTotal: 678,
   585→      googleMapsUrl: "https://maps.google.com/?cid=0011223344",
   586→      isOperational: true,
   587→      workProfile: {
   588→        powerOutlets: "moderate",
   589→        noiseLevel: "quiet",
   590→        seatingType: "standard",
   591→        laptopPolicy: "friendly_unlimited",
   592→        hasAirCon: true,
   593→        callFriendly: false,
   594→      },
   595→      venueCost: { coffeePriceMyr: 13.00, dayPassMyr: null, minSpendMyr: 10.00 },
   596→      wifiMetrics: [
   597→        { downloadMbps: 52, uploadMbps: 22, pingMs: 19 },
   598→      ],
   599→      transit: [],
   600→    },
   601→
   602→    // ─── Selangor ──────────────────────────────────────────────────
   603→    {
   604→      name: "Spaces Sunway",
   605→      googlePlaceId: "ChIJgT9xOPR9zDERdTkJFPLGvH",
   606→      formattedAddress: "Tower 3, Level 6, Sunway Pyramid Tower, Bandar Sunway, 47500 Selangor",
   607→      category: "coworking",
   608→      state: "Selangor",
   609→      district: "Petaling",
   610→      area: "Bandar Sunway",
   611→      latitude: 3.0728,
   612→      longitude: 101.6072,
   613→      googleRating: 4.3,
   614→      googleUserRatingsTotal: 267,
   615→      googleMapsUrl: "https://maps.google.com/?cid=1122334400",
   616→      isOperational: true,
   617→      workProfile: {
   618→        powerOutlets: "high",
   619→        noiseLevel: "quiet",
   620→        seatingType: "ergonomic",
   621→        laptopPolicy: "friendly_unlimited",
   622→        hasAirCon: true,
   623→        callFriendly: true,
   624→      },
   625→      venueCost: { coffeePriceMyr: 12.00, dayPassMyr: 50.00, minSpendMyr: 0 },
   626→      wifiMetrics: [
   627→        { downloadMbps: 195, uploadMbps: 98, pingMs: 7 },
   628→      ],
   629→      transit: [
   630→        { nearestStationName: "USJ 7 LRT", stationLine: "LRT Kelana Jaya Line", walkTimeMins: 8, distanceMeters: 550 },
   631→      ],
   632→    },
   633→    {
   634→      name: "Coffeebean Xchange",
   635→      googlePlaceId: "ChIJwU9xOPR9zDERdTkJFPLGvH",
   636→      formattedAddress: "G-05, Empire Damansara, Jalan PJU 8/1, 47820 Petaling Jaya",
   637→      category: "cafe",
   638→      state: "Selangor",
   639→      district: "Petaling",
   640→      area: "Damansara Perdana",
   641→      latitude: 3.1561,
   642→      longitude: 101.6008,
   643→      googleRating: 4.1,
   644→      googleUserRatingsTotal: 432,
   645→      googleMapsUrl: "https://maps.google.com/?cid=2233445500",
   646→      isOperational: true,
   647→      workProfile: {
   648→        powerOutlets: "high",
   649→        noiseLevel: "moderate",
   650→        seatingType: "standard",
   651→        laptopPolicy: "friendly_unlimited",
   652→        hasAirCon: true,
   653→        callFriendly: false,
   654→      },
   655→      venueCost: { coffeePriceMyr: 14.00, dayPassMyr: null, minSpendMyr: 15.00 },
   656→      wifiMetrics: [
   657→        { downloadMbps: 75, uploadMbps: 33, pingMs: 13 },
   658→      ],
   659→      transit: [],
   660→    },
   661→
   662→    // ─── Sabah (Kota Kinabalu) ─────────────────────────────────────
   663→    {
   664→      name: "Green Table Coffee",
   665→      googlePlaceId: "ChIJiT9xOPR9zDERdTkJFPLGvH",
   666→      formattedAddress: "Lot 21, GFS, Api-Api Centre, Jalan Datuk Peter Mojuntin, 88000 Kota Kinabalu",
   667→      category: "cafe",
   668→      state: "Sabah",
   669→      district: "Kota Kinabalu",
   670→      area: "Kota Kinabalu",
   671→      latitude: 5.9804,
   672→      longitude: 116.0735,
   673→      googleRating: 4.4,
   674→      googleUserRatingsTotal: 567,
   675→      googleMapsUrl: "https://maps.google.com/?cid=3344556600",
   676→      isOperational: true,
   677→      workProfile: {
   678→        powerOutlets: "moderate",
   679→        noiseLevel: "quiet",
   680→        seatingType: "standard",
   681→        laptopPolicy: "friendly_unlimited",
   682→        hasAirCon: true,
   683→        callFriendly: false,
   684→      },
   685→      venueCost: { coffeePriceMyr: 12.00, dayPassMyr: null, minSpendMyr: 10.00 },
   686→      wifiMetrics: [
   687→        { downloadMbps: 60, uploadMbps: 28, pingMs: 16 },
   688→      ],
   689→      transit: [],
   690→    },
   691→    {
   692→      name: "Moomin Cafe Kota Kinabalu",
   693→      googlePlaceId: "ChIJRU9xOPR9zDERdTkJFPLGvH",
   694→      formattedAddress: "G-06, Imago Shopping Mall, Jalan Tun Fuad Stephens, 88000 Kota Kinabalu",
   695→      category: "cafe",
   696→      state: "Sabah",
   697→      district: "Kota Kinabalu",
   698→      area: "Kota Kinabalu",
   699→      latitude: 5.9828,
   700→      longitude: 116.0758,
   701→      googleRating: 4.2,
   702→      googleUserRatingsTotal: 345,
   703→      googleMapsUrl: "https://maps.google.com/?cid=4455667700",
   704→      isOperational: true,
   705→      workProfile: {
   706→        powerOutlets: "moderate",
   707→        noiseLevel: "moderate",
   708→        seatingType: "casual_sofa",
   709→        laptopPolicy: "friendly_unlimited",
   710→        hasAirCon: true,
   711→        callFriendly: false,
   712→      },
   713→      venueCost: { coffeePriceMyr: 14.00, dayPassMyr: null, minSpendMyr: 15.00 },
   714→      wifiMetrics: [
   715→        { downloadMbps: 50, uploadMbps: 22, pingMs: 18 },
   716→      ],
   717→      transit: [],
   718→    },
   719→
   720→    // ─── Sarawak (Kuching) ─────────────────────────────────────────
   721→    {
   722→      "name": "The Junk",
   723→      "googlePlaceId": "ChIJiS9xOPR9zDERdTkJFPLGvH",
   724→      "formattedAddress": "26, Jalan Wayang, 93000 Kuching, Sarawak",
   725→      "category": "cafe",
   726→      "state": "Sarawak",
   727→      "area": "Kuching",
   728→      "latitude": 1.5592,
   729→      "longitude": 110.3592,
   730→      "googleRating": 4.5,
